asv_id	Kingdom	Phylum	Class	Order	Family	Genus	ASV
ASV4185	Fungi	Ascomycota	Dothideomycetes	Jahnulales	Aliquandostipitaceae	Jahnula	ASV4185
ASV4186	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4186
ASV4187	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4187
ASV4188	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4188
ASV4189	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	f_Exidiaceae	ASV4189
ASV4190	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV4190
ASV4191	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	ASV4191
ASV4192	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV4192
ASV4193	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	f_Nectriaceae	ASV4193
ASV4194	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4194
ASV4195	Fungi	Ascomycota	Sordariomycetes	Xylariales	o_Xylariales	o_Xylariales	ASV4195
ASV4196	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4196
ASV4197	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	f_Thelephoraceae	ASV4197
ASV4198	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	o_Chaetothyriales	o_Chaetothyriales	ASV4198
ASV4199	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4199
ASV4200	Fungi	Rozellomycota	p_Rozellomycota	p_Rozellomycota	p_Rozellomycota	p_Rozellomycota	ASV4200
ASV4201	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4201
ASV4202	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Podonectria	ASV4202
ASV4203	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chloridium	ASV4203
ASV4204	Fungi	Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	ASV4204
ASV4205	Fungi	Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	ASV4205
ASV4206	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV4206
ASV4207	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4207
ASV4208	Fungi	Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	ASV4208
ASV4209	Fungi	Ascomycota	Eurotiomycetes	c_Eurotiomycetes	c_Eurotiomycetes	c_Eurotiomycetes	ASV4209
ASV4210	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV4210
ASV4211	Fungi	Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	ASV4211
ASV4212	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV4212
ASV4213	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4213
ASV4214	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4214
ASV4215	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4215
ASV4216	Fungi	Mucoromycota	Umbelopsidomycetes	GS23	o_GS23	o_GS23	ASV4216
ASV4217	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	ASV4217
ASV4218	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4218
ASV4219	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4219
ASV4220	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV4220
ASV4221	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	f_Thelephoraceae	ASV4221
ASV4222	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	o_Sebacinales	o_Sebacinales	ASV4222
ASV4223	Fungi	Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	ASV4223
ASV4224	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	f_Helotiales_fam_Incertae_sedis	ASV4224
ASV4225	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4225
ASV4226	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	ASV4226
ASV4227	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	ASV4227
ASV4228	Fungi	Mortierellomycota	p_Mortierellomycota	p_Mortierellomycota	p_Mortierellomycota	p_Mortierellomycota	ASV4228
ASV4229	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4229
ASV4230	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales	o_Tremellodendropsidales	o_Tremellodendropsidales	ASV4230
ASV4231	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4231
ASV4232	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	ASV4232
ASV4233	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4233
ASV4234	Fungi	Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	ASV4234
ASV4235	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4235
ASV4236	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV4236
ASV4237	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	f_Clavariaceae	ASV4237
ASV4238	Fungi	Ascomycota	Sordariomycetes	Hypocreales	o_Hypocreales	o_Hypocreales	ASV4238
ASV4239	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV4239
ASV4240	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4240
ASV4241	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4241
ASV4242	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4242
ASV4243	Fungi	Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	ASV4243
ASV4244	Fungi	Ascomycota	Sordariomycetes	Xylariales	o_Xylariales	o_Xylariales	ASV4244
ASV4245	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4245
ASV4246	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV4246
ASV4247	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4247
ASV4248	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4248
ASV4249	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4249
ASV4250	Fungi	Mucoromycota	Endogonomycetes	GS21	o_GS21	o_GS21	ASV4250
ASV4251	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4251
ASV4252	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV4252
ASV4253	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4253
ASV4254	Fungi	Glomeromycota	Glomeromycetes	Glomerales	o_Glomerales	o_Glomerales	ASV4254
ASV4255	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4255
ASV4256	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV4256
ASV4257	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV4257
ASV4258	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV4258
ASV4259	Fungi	Ascomycota	Sordariomycetes	Hypocreales	o_Hypocreales	o_Hypocreales	ASV4259
ASV4260	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	ASV4260
ASV4261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Flabellascoma	ASV4261
ASV4262	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4262
ASV4263	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	o_Mortierellales	o_Mortierellales	ASV4263
ASV4264	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	f_Clavariaceae	ASV4264
ASV4265	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV4265
ASV4266	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	ASV4266
ASV4267	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV4267
ASV4268	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4268
ASV4269	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	ASV4269
ASV4270	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	ASV4270
ASV4271	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	o_Mortierellales	o_Mortierellales	ASV4271
ASV4272	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4272
ASV4273	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4273
ASV4274	Fungi	Ascomycota	Sordariomycetes	Xylariales	o_Xylariales	o_Xylariales	ASV4274
ASV4275	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4275
ASV4276	Fungi	Glomeromycota	Glomeromycetes	Glomerales	o_Glomerales	o_Glomerales	ASV4276
ASV4277	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4277
ASV4278	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4278
ASV4279	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	ASV4279
ASV4280	Fungi	Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	ASV4280
ASV4281	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4281
ASV4282	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	o_Auriculariales	o_Auriculariales	ASV4282
ASV4283	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4283
ASV4284	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4284
ASV4285	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4285
ASV4286	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4286
ASV4287	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4287
ASV4288	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	ASV4288
ASV4289	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4289
ASV4290	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV4290
ASV4291	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4291
ASV4292	Fungi	Ascomycota	Dothideomycetes	Venturiales	o_Venturiales	o_Venturiales	ASV4292
ASV4293	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4293
ASV4294	Fungi	Glomeromycota	Glomeromycetes	Glomerales	o_Glomerales	o_Glomerales	ASV4294
ASV4295	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV4295
ASV4296	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	ASV4296
ASV4297	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV4297
ASV4298	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	ASV4298
ASV4299	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4299
ASV4300	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocladiella	ASV4300
ASV4301	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylaria	ASV4301
ASV4302	Fungi	Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	ASV4302
ASV4303	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Myxocephala	ASV4303
ASV4304	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	ASV4304
ASV4305	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV4305
ASV4306	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4306
ASV4307	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4307
ASV4308	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Candelabrum	ASV4308
ASV4309	Fungi	Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	ASV4309
ASV4310	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4310
ASV4311	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4311
ASV4312	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4312
ASV4313	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4313
ASV4314	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	f_Lycoperdaceae	ASV4314
ASV4315	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Polyschema	ASV4315
ASV4316	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV4316
ASV4317	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	o_Sebacinales	o_Sebacinales	ASV4317
ASV4318	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4318
ASV4319	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4319
ASV4320	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	ASV4320
ASV4321	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV4321
ASV4322	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4322
ASV4323	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	ASV4323
ASV4324	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	ASV4324
ASV4325	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4325
ASV4326	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV4326
ASV4327	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	ASV4327
ASV4328	Fungi	Ascomycota	Sordariomycetes	Hypocreales	o_Hypocreales	o_Hypocreales	ASV4328
ASV4329	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV4329
ASV4330	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	ASV4330
ASV4331	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Candelabrochaete	ASV4331
ASV4332	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4332
ASV4333	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV4333
ASV4334	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4334
ASV4335	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4335
ASV4336	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4336
ASV4337	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodus	ASV4337
ASV4338	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV4338
ASV4339	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4339
ASV4340	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4340
ASV4341	Fungi	Glomeromycota	Glomeromycetes	Glomerales	o_Glomerales	o_Glomerales	ASV4341
ASV4342	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV4342
ASV4343	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4343
ASV4344	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV4344
ASV4345	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	ASV4345
ASV4346	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	o_Conioscyphales	o_Conioscyphales	ASV4346
ASV4347	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	o_Diversisporales	o_Diversisporales	ASV4347
ASV4348	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4348
ASV4349	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4349
ASV4350	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4350
ASV4351	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	o_Sebacinales	o_Sebacinales	ASV4351
ASV4352	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV4352
ASV4353	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV4353
ASV4354	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4354
ASV4355	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4355
ASV4356	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4356
ASV4357	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4357
ASV4358	Fungi	Ascomycota	Archaeorhizomycetes	c_Archaeorhizomycetes	c_Archaeorhizomycetes	c_Archaeorhizomycetes	ASV4358
ASV4359	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	ASV4359
ASV4360	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV4360
ASV4361	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	o_Auriculariales	o_Auriculariales	ASV4361
ASV4362	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	f_Thelephoraceae	ASV4362
ASV4363	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	ASV4363
ASV4364	Fungi	Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	ASV4364
ASV4365	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV4365
ASV4366	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4366
ASV4367	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4367
ASV4368	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4368
ASV4369	Fungi	Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	ASV4369
ASV4370	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	f_Atheliaceae	ASV4370
ASV4371	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4371
ASV4372	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	f_Clavariaceae	ASV4372
ASV4373	Fungi	Ascomycota	Sordariomycetes	Hypocreales	o_Hypocreales	o_Hypocreales	ASV4373
ASV4374	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4374
ASV4375	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4375
ASV4376	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	ASV4376
ASV4377	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	ASV4377
ASV4378	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4378
ASV4379	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	ASV4379
ASV4380	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4380
ASV4381	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV4381
ASV4382	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4382
ASV4383	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4383
ASV4384	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV4384
ASV4385	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV4385
ASV4386	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	o_Sebacinales	o_Sebacinales	ASV4386
ASV4387	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4387
ASV4388	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	ASV4388
ASV4389	Fungi	Ascomycota	Dothideomycetes	Capnodiales	o_Capnodiales	o_Capnodiales	ASV4389
ASV4390	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales	o_Tremellodendropsidales	o_Tremellodendropsidales	ASV4390
ASV4391	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4391
ASV4392	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4392
ASV4393	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	ASV4393
ASV4394	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4394
ASV4395	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4395
ASV4396	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Staheliella	ASV4396
ASV4397	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	ASV4397
ASV4398	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV4398
ASV4399	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Phaeoclavulina	ASV4399
ASV4400	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4400
ASV4401	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV4401
ASV4402	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4402
ASV4403	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4403
ASV4404	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4404
ASV4405	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV4405
ASV4406	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4406
ASV4407	Fungi	Glomeromycota	Glomeromycetes	c_Glomeromycetes	c_Glomeromycetes	c_Glomeromycetes	ASV4407
ASV4408	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV4408
ASV4409	Fungi	Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	ASV4409
ASV4410	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	o_Sebacinales	o_Sebacinales	ASV4410
ASV4411	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	f_Ceratobasidiaceae	ASV4411
ASV4412	Fungi	Chytridiomycota	Chytridiomycetes	c_Chytridiomycetes	c_Chytridiomycetes	c_Chytridiomycetes	ASV4412
ASV4413	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4413
ASV4414	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4414
ASV4415	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4415
ASV4416	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV4416
ASV4417	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	f_Russulaceae	ASV4417
ASV4418	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV4418
ASV4419	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV4419
