asv_id	Kingdom	Phylum	Class	Order	Family	Genus	ASV
ASV1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	ASV1
ASV2	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV2
ASV3	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	ASV3
ASV4	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	ASV4
ASV5	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV5
ASV6	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV6
ASV7	Fungi	Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	ASV7
ASV8	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV8
ASV9	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	ASV9
ASV10	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV10
ASV11	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV11
ASV12	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Ceriporiopsis	ASV12
ASV13	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	f_Clavariaceae	ASV13
ASV14	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV14
ASV15	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV15
ASV16	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	ASV16
ASV17	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	ASV17
ASV18	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV18
ASV19	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gliocladiopsis	ASV19
ASV20	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	ASV20
ASV21	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis	ASV21
ASV22	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	o_GS11	o_GS11	ASV22
ASV23	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV23
ASV24	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	ASV24
ASV25	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV25
ASV26	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV26
ASV27	Fungi	Basidiomycota	Tremellomycetes	Tremellales	o_Tremellales	o_Tremellales	ASV27
ASV28	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	ASV28
ASV29	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	ASV29
ASV30	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV30
ASV31	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	ASV31
ASV32	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV32
ASV33	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	ASV33
ASV34	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	ASV34
ASV35	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Fibulochlamys	ASV35
ASV36	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV36
ASV37	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	o_GS11	o_GS11	ASV37
ASV38	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV38
ASV39	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV39
ASV40	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV40
ASV41	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV41
ASV42	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV42
ASV43	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV43
ASV44	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV44
ASV45	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV45
ASV46	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV46
ASV47	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	o_Auriculariales	o_Auriculariales	ASV47
ASV48	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV48
ASV49	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV49
ASV50	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Myxocephala	ASV50
ASV51	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	ASV51
ASV52	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV52
ASV53	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV53
ASV54	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV54
ASV55	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV55
ASV56	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV56
ASV57	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV57
ASV58	Fungi	Glomeromycota	Glomeromycetes	Glomerales	o_Glomerales	o_Glomerales	ASV58
ASV59	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	ASV59
ASV60	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	f_Hygrophoraceae	ASV60
ASV61	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV61
ASV62	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV62
ASV63	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV63
ASV64	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV64
ASV65	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	ASV65
ASV66	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	ASV66
ASV67	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV67
ASV68	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV68
ASV69	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	ASV69
ASV70	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV70
ASV71	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV71
ASV72	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV72
ASV73	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV73
ASV74	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	ASV74
ASV75	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV75
ASV76	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV76
ASV77	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	f_Clavariaceae	ASV77
ASV78	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV78
ASV79	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV79
ASV80	Fungi	Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	ASV80
ASV81	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV81
ASV82	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV82
ASV83	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV83
ASV84	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV84
ASV85	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	ASV85
ASV86	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Penicillifer	ASV86
ASV87	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV87
ASV88	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV88
ASV89	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV89
ASV90	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	ASV90
ASV91	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	ASV91
ASV92	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV92
ASV93	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	ASV93
ASV94	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV94
ASV95	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV95
ASV96	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	ASV96
ASV97	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV97
ASV98	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV98
ASV99	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	ASV99
ASV100	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV100
ASV101	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV101
ASV102	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	ASV102
ASV103	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	ASV103
ASV104	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV104
ASV105	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV105
ASV106	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV106
ASV107	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV107
ASV108	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	ASV108
ASV109	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	ASV109
ASV110	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV110
ASV111	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV111
ASV112	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV112
ASV113	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV113
ASV114	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV114
ASV115	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV115
ASV116	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	ASV116
ASV117	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV117
ASV118	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Myxocephala	ASV118
ASV119	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	ASV119
ASV120	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	ASV120
ASV121	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV121
ASV122	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV122
ASV123	Fungi	Ascomycota	Archaeorhizomycetes	c_Archaeorhizomycetes	c_Archaeorhizomycetes	c_Archaeorhizomycetes	ASV123
ASV124	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	ASV124
ASV125	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV125
ASV126	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV126
ASV127	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	ASV127
ASV128	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV128
ASV129	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	ASV129
ASV130	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV130
ASV131	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV131
ASV132	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV132
ASV133	Fungi	Glomeromycota	Glomeromycetes	Glomerales	o_Glomerales	o_Glomerales	ASV133
ASV134	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Calonectria	ASV134
ASV135	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	f_Ceratobasidiaceae	ASV135
ASV136	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV136
ASV137	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV137
ASV138	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	ASV138
ASV139	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV139
ASV140	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV140
ASV141	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV141
ASV142	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	f_Helotiaceae	ASV142
ASV143	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Scytinostroma	ASV143
ASV144	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	ASV144
ASV145	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV145
ASV146	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Camarophyllopsis	ASV146
ASV147	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	o_Trechisporales	o_Trechisporales	ASV147
ASV148	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV148
ASV149	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV149
ASV150	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV150
ASV151	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV151
ASV152	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV152
ASV153	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	ASV153
ASV154	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV154
ASV155	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV155
ASV156	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV156
ASV157	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV157
ASV158	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV158
ASV159	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV159
ASV160	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	o_Auriculariales	o_Auriculariales	ASV160
ASV161	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV161
ASV162	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV162
ASV163	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV163
ASV164	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	ASV164
ASV165	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV165
ASV166	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV166
ASV167	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	ASV167
ASV168	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV168
ASV169	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV169
ASV170	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV170
ASV171	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV171
ASV172	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Phaeoclavulina	ASV172
ASV173	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	f_Geoglossaceae	ASV173
ASV174	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV174
ASV175	Fungi	Glomeromycota	Glomeromycetes	Glomerales	o_Glomerales	o_Glomerales	ASV175
ASV176	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV176
ASV177	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV177
ASV178	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV178
ASV179	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV179
ASV180	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV180
ASV181	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV181
ASV182	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	f_Clavariaceae	ASV182
ASV183	Fungi	Glomeromycota	Glomeromycetes	Glomerales	o_Glomerales	o_Glomerales	ASV183
ASV184	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV184
ASV185	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV185
ASV186	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV186
ASV187	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV187
ASV188	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV188
ASV189	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Camarophyllopsis	ASV189
ASV190	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	f_Herpotrichiellaceae	ASV190
ASV191	Fungi	Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	ASV191
ASV192	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV192
ASV193	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	ASV193
ASV194	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	ASV194
ASV195	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV195
ASV196	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV196
ASV197	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV197
ASV198	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	ASV198
ASV199	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV199
ASV200	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	o_Trechisporales	o_Trechisporales	ASV200
ASV201	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV201
ASV202	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV202
ASV203	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV203
ASV204	Fungi	Glomeromycota	Glomeromycetes	Glomerales	o_Glomerales	o_Glomerales	ASV204
ASV205	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	ASV205
ASV206	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV206
ASV207	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	ASV207
ASV208	Fungi	Basidiomycota	Agaricomycetes	Agaricales	o_Agaricales	o_Agaricales	ASV208
ASV209	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV209
ASV210	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	ASV210
ASV211	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV211
ASV212	Fungi	Glomeromycota	Glomeromycetes	c_Glomeromycetes	c_Glomeromycetes	c_Glomeromycetes	ASV212
ASV213	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	o_Trechisporales	o_Trechisporales	ASV213
ASV214	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV214
ASV215	Fungi	Ascomycota	Leotiomycetes	Helotiales	o_Helotiales	o_Helotiales	ASV215
ASV216	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV216
ASV217	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV217
ASV218	Fungi	Basidiomycota	Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	c_Agaricomycetes	ASV218
ASV219	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	ASV219
ASV220	Fungi	Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	p_Chytridiomycota	ASV220
ASV221	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	ASV221
ASV222	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV222
ASV223	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	o_Saccharomycetales	o_Saccharomycetales	ASV223
ASV224	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV224
ASV225	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV225
ASV226	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV226
ASV227	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV227
ASV228	Fungi	Ascomycota	Archaeorhizomycetes	c_Archaeorhizomycetes	c_Archaeorhizomycetes	c_Archaeorhizomycetes	ASV228
ASV229	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV229
ASV230	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV230
ASV231	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Ramariopsis	ASV231
ASV232	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV232
ASV233	Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	k_Fungi	ASV233
ASV234	Fungi	Ascomycota	Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	c_Sordariomycetes	ASV234
ASV235	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV235
ASV236	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV236
ASV237	Fungi	Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	p_Basidiomycota	ASV237
ASV238	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	f_Glomeraceae	ASV238
ASV239	Fungi	Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	p_Glomeromycota	ASV239
ASV240	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	ASV240
ASV241	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV241
ASV242	Fungi	Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	p_Ascomycota	ASV242
ASV243	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	f_Tricholomataceae	ASV243
